id,18~20_ride
415967,0.08853416
415968,0.11921288
415969,-0.057012033
415970,-0.73731655
415971,-0.7516228
415972,-0.006968214
415973,0.444809
415974,0.9710176
415975,0.81773365
415976,0.07507889
415977,-0.08274321
415978,0.17235687
415979,0.7191147
415980,0.06141725
415981,0.07507373
415982,0.07507373
415983,-0.12173752
415984,0.16922204
415985,-0.03983227
415986,-0.0123184
415987,0.20661403
415988,-0.01438021
415989,0.61407304
415990,1.1996573
415991,0.34495202
415992,2.0732102
415993,0.16933131
415994,0.81612384
415995,0.5189593
415996,-0.006870903
415997,-0.12660325
415998,0.12606412
415999,0.2950432
416000,0.95511585
416001,0.029172553
416002,0.3539151
416003,-0.15562351
416004,0.15373981
416005,0.37328225
416006,0.34393024
416007,0.63809896
416008,0.054154124
416009,0.22962032
416010,0.13409525
416011,-0.324417
416012,0.3334722
416013,0.5048788
416014,0.09597348
416015,0.080594294
416016,0.6659978
416017,0.16752309
416018,0.24556777
416019,0.42177182
416020,0.24465194
416021,0.20317264
416022,0.3078331
416023,0.031250346
416024,0.1434251
416025,0.048267107
416026,0.38528517
416027,0.32583418
416028,0.6523922
416029,0.13427846
416030,0.6665677
416031,-0.39077738
416032,0.49968484
416033,0.41102853
416034,0.41628954
416035,0.16094375
416036,0.06654515
416037,0.61053973
416038,2.5059252
416039,0.74757206
416040,0.29142034
416041,0.07315209
416042,-0.16993015
416043,0.20450157
416044,1.180668
416045,0.027549485
416046,-0.08195159
416047,0.063882425
416048,-0.06873153
416049,0.040769532
416050,0.08295192
416051,-0.0123050045
416052,-0.09940484
416053,0.02164462
416054,0.047384933
416055,0.6424693
416056,-0.009487035
416057,-0.0076018553
416058,0.0924509
416059,0.30469105
416060,0.20227723
416061,0.35258475
416062,0.12820251
416063,-0.0076018553
416064,0.036032807
416065,-0.048953176
416066,0.022800038
416067,0.29330602
416068,0.27086294
416069,-0.011433536
416070,-0.0067642163
416071,2.3019614
416072,0.32028934
416073,0.44317037
416074,0.71680045
416075,1.5952502
416076,1.1375626
416077,1.2970483
416078,1.127555
416079,0.7761159
416080,0.49919513
416081,0.3401209
416082,0.037390955
416083,-0.1185596
416084,0.37965015
416085,1.316774
416086,0.6946672
416087,0.057332132
416088,0.5242932
416089,-0.020103892
416090,0.014302707
416091,0.19218114
416092,1.0220845
416093,0.90812755
416094,0.0767623
416095,0.027855752
416096,0.37685278
416097,0.11167238
416098,0.06320925
416099,0.44478264
416100,0.13969846
416101,0.17528057
416102,0.063437864
416103,0.063437864
416104,-0.013864117
416105,0.28004387
416106,-0.09007306
416107,0.01688048
416108,0.0089271935
416109,0.0089271935
416110,0.014302707
416111,0.49266627
416112,0.5360417
416113,1.2169307
416114,0.4531321
416115,0.31752533
416116,2.4345675
416117,0.28614563
416118,0.9499446
416119,0.06647968
416120,0.109720975
416121,-0.042271297
416122,-0.029240975
416123,-0.07978995
416124,-0.05449096
416125,-0.06491739
416126,-0.057012033
416127,0.12497289
416128,0.058346137
416129,0.037673645
416130,-0.005511648
416131,0.065828174
416132,0.16424693
416133,0.16424693
416134,0.052199263
416135,-0.13020712
416136,0.0147915175
416137,0.012642813
416138,-0.13020712
416139,0.1459738
416140,0.7859452
416141,0.3037021
416142,2.3439088
416143,0.3208656
416144,2.5906768
416145,0.86206776
416146,0.13333187
416147,1.2772428
416148,0.51018393
416149,0.40512967
416150,1.6744597
416151,0.5589047
416152,0.7920117
416153,-0.11382555
416154,0.5152102
416155,-0.0919106
416156,-0.059660926
416157,0.0015007562
416158,0.347926
416159,3.3887684
416160,0.06654515
416161,0.4251496
416162,1.4929048
416163,0.75201166
416164,0.7673017
416165,0.4213833
416166,0.4680749
416167,0.09499339
416168,0.06654515
416169,0.29932207
416170,-0.018730318
416171,0.15595126
416172,0.039528437
416173,-0.08302327
416174,0.28503025
416175,0.12255524
416176,0.05240488
416177,0.82219934
416178,1.0484124
416179,0.4454512
416180,0.4434644
416181,0.83525133
416182,0.6866172
416183,0.9245208
416184,1.6182476
416185,-0.029057717
416186,0.092055924
416187,-0.07687107
416188,0.090220444
416189,0.15888204
416190,0.004976201
416191,0.30999455
416192,-0.009236127
416193,0.11455664
416194,0.39518338
416195,0.6144591
416196,0.20481774
416197,3.3390195
416198,0.2926246
416199,0.6440789
416200,1.6459291
416201,0.05619742
416202,0.15448196
416203,0.05619742
416204,0.09499339
416205,0.15813597
416206,-0.009236127
416207,0.9607474
416208,0.79792786
416209,-0.0020177525
416210,2.6381388
416211,0.11887736
416212,0.6431856
416213,1.0432107
416214,1.4692472
416215,2.9952612
416216,1.7288945
416217,0.6381825
416218,0.005059288
416219,0.050416317
416220,0.36089185
416221,-0.059660926
416222,2.592633
416223,0.24419855
416224,0.38560545
416225,0.21738058
416226,5.240423
416227,0.83459413
416228,-0.0122302035
416229,0.36645535
416230,1.8769771
416231,0.10683093
416232,0.7904304
416233,-0.06317195
416234,0.13238503
416235,1.0657513
416236,0.1698535
416237,0.17159359
416238,0.10786787
416239,0.10702311
416240,0.18737112
416241,7.841882
416242,1.9710451
416243,3.0168455
416244,0.31925368
416245,-0.021103388
416246,0.70014685
416247,0.048267107
416248,0.13409525
416249,1.7911149
416250,0.0057953577
416251,0.42842835
416252,0.35907933
416253,0.05240488
416254,1.5229304
416255,0.0016900401
416256,0.08810826
416257,0.43819368
416258,-0.014373738
416259,0.54308015
416260,0.1442232
416261,-0.05017944
416262,0.09477066
416263,0.27822894
416264,0.2634918
416265,0.1332155
416266,0.77696085
416267,-0.009236127
416268,1.8347842
416269,0.17054322
416270,1.5117521
416271,0.32648855
416272,-0.13152927
416273,1.95549
416274,3.0142114
416275,-0.009236127
416276,-0.009236127
416277,0.052421313
416278,-0.009236127
416279,0.3014788
416280,0.03438388
416281,0.11315921
416282,0.73303014
416283,0.25846648
416284,0.1442232
416285,0.10555202
416286,5.571625
416287,1.8690732
416288,0.30086103
416289,1.9556303
416290,1.482208
416291,0.90136284
416292,0.054221213
416293,1.1156914
416294,0.95894754
416295,5.765972
416296,1.0195717
416297,7.521544
416298,0.092458606
416299,4.4725556
416300,6.3844056
416301,5.665137
416302,0.5248119
416303,0.17038776
416304,3.9207144
416305,1.2231674
416306,0.9569634
416307,0.009473066
416308,0.059622284
416309,0.03758143
416310,0.25298467
416311,-0.12074873
416312,0.11746326
416313,0.0523325
416314,14.421039
416315,0.58497036
416316,0.34229395
416317,0.2491917
416318,-0.1367359
416319,0.15460551
416320,0.22857209
416321,1.6220093
416322,0.0124076335
416323,0.17862217
416324,-0.059660926
416325,2.027036
416326,0.8812074
416327,0.10914416
416328,0.22914974
416329,0.12728812
416330,1.0586206
416331,0.1466786
416332,0.9504753
416333,0.353032
416334,-0.09583761
416335,2.0119658
416336,3.0930912
416337,0.8737874
416338,3.9564564
416339,1.3735603
416340,0.39517906
416341,2.1198323
416342,7.6022015
416343,0.3026689
416344,-0.08758577
416345,0.008880478
416346,-0.026477015
416347,2.101548
416348,0.5497081
416349,-0.0733106
416350,0.23790543
416351,0.03767191
416352,0.8625495
416353,1.068093
416354,-0.12721379
416355,1.0633208
416356,0.7845703
416357,0.41083834
416358,0.843681
416359,3.4137213
416360,1.6738539
416361,0.30278173
416362,2.6107347
416363,1.8288605
416364,3.7515357
416365,0.16262762
416366,0.00034359586
416367,-0.07400697
416368,0.8925329
416369,-0.9872126
416370,1.3802307
416371,0.8875715
416372,0.2678959
416373,0.66214496
416374,0.19931255
416375,0.18873695
416376,0.057022598
416377,0.45952433
416378,0.0057953577
416379,0.39822006
416380,0.2481762
416381,1.5473129
416382,0.60141116
416383,0.656151
416384,0.1419007
416385,0.9236506
416386,0.40184048
416387,0.20077823
416388,1.0428101
416389,0.17205898
416390,0.7714475
416391,4.564927
416392,0.032474615
416393,0.5336995
416394,0.24067679
416395,0.025903678
416396,0.043200105
416397,0.18217762
416398,0.091843806
416399,0.36067143
416400,1.0533988
416401,-0.061613344
416402,0.18672383
416403,0.02668319
416404,0.25794175
416405,0.046045423
416406,0.7279639
416407,0.18737112
416408,8.6818
416409,2.6799366
416410,1.8336219
416411,0.65539366
416412,0.9516369
416413,0.4772091
416414,0.15443641
416415,0.24142979
416416,2.9725158
416417,-0.042853747
416418,0.51417685
416419,0.15879697
416420,0.10077101
416421,2.9515145
416422,0.45385286
416423,1.5932916
416424,0.42842835
416425,0.068694875
416426,1.065572
416427,-0.050128333
416428,0.5683718
416429,0.16356763
416430,0.3001215
416431,0.51103204
416432,0.88783705
416433,0.1773342
416434,0.3273806
416435,0.4814877
416436,0.6816854
416437,0.044355124
416438,0.532001
416439,0.045085695
416440,0.12455974
416441,0.12455974
416442,3.687634
416443,0.75996125
416444,0.91501147
416445,0.97161245
416446,2.307608
416447,0.5618148
416448,0.075833455
416449,1.0054741
416450,0.6690961
416451,6.787998
416452,0.96823585
416453,2.294737
416454,3.785012
416455,2.6718893
416456,0.85310304
416457,0.025544925
416458,0.21201864
416459,-0.118545584
416460,3.3437612
416461,8.739283
416462,0.21668348
416463,0.098589554
416464,0.30398536
416465,1.3174558
416466,2.243484
416467,1.1546533
416468,0.10077101
416469,0.56782573
416470,0.129555
416471,5.3845253
416472,0.09479316
416473,0.8716399
416474,0.34992546
416475,0.13705045
416476,0.02906316
416477,0.20516923
416478,0.8229768
416479,0.09813868
416480,1.2183175
416481,0.41378105
416482,-0.00088526856
416483,1.3765992
416484,0.1474159
416485,0.1961918
416486,0.84285074
416487,1.5328156
416488,1.6220224
416489,0.9066695
416490,1.1124812
416491,2.6759498
416492,0.09479316
416493,1.1738935
416494,0.70258135
416495,0.08724046
416496,0.13481624
416497,0.48467857
416498,0.24052534
416499,0.19605225
416500,0.53151274
416501,0.09479316
416502,0.86559504
416503,0.13836893
416504,0.33151147
416505,0.15327108
416506,6.3182893
416507,2.3143144
416508,0.5255297
416509,2.4674108
416510,1.1469108
416511,0.374186
416512,0.70378643
416513,0.5108826
416514,0.17205898
416515,0.16397734
416516,0.7861701
416517,0.10384406
416518,0.16879052
416519,0.1173632
416520,0.012837303
416521,7.6606293
416522,-0.036990263
416523,0.23708329
416524,0.13866876
416525,0.28091797
416526,0.15391989
416527,0.263521
416528,0.22505851
416529,0.5109554
416530,-0.115152985
416531,0.59538496
416532,0.13034339
416533,0.9402851
416534,0.50380445
416535,0.41278106
416536,0.21259007
416537,1.9577119
416538,0.3505199
416539,0.20803054
416540,0.20215799
416541,0.041785102
416542,0.048952416
416543,0.3526917
416544,0.38123074
416545,0.1769036
416546,0.09622182
416547,2.1273532
416548,3.5504854
416549,0.9668571
416550,0.7000233
416551,0.4945342
416552,2.1852694
416553,0.2664615
416554,0.33589208
416555,0.48141897
416556,0.7743142
416557,0.41568303
416558,0.098219745
416559,0.22596462
416560,3.6016977
416561,1.0128021
416562,0.12720795
416563,0.36042917
416564,0.14429276
416565,0.10238332
416566,0.8919472
416567,0.08059384
416568,0.32932884
416569,1.5885558
416570,0.29475087
416571,0.70997596
416572,0.21106765
416573,1.3765355
416574,0.12217176
416575,0.13034339
416576,0.13034339
416577,-0.028552188
416578,0.3233828
416579,0.17985836
416580,2.630545
416581,0.90389997
416582,0.6494254
416583,0.1853341
416584,0.5819899
416585,0.38838696
416586,0.3273806
416587,0.17205898
416588,0.10205106
416589,0.5321054
416590,0.1382723
416591,0.41662028
416592,0.7427102
416593,1.57802
416594,0.7308339
416595,0.36921585
416596,0.6825803
416597,0.48191595
416598,0.09237862
416599,0.17500639
416600,0.018550467
416601,0.018550467
416602,0.07079252
416603,0.100036725
416604,0.15537106
416605,0.4612197
416606,0.09544214
416607,0.043200105
416608,0.2129793
416609,0.0945817
416610,0.21001337
416611,0.7627754
416612,0.37356368
416613,0.21302874
416614,0.2581481
416615,-0.18556198
416616,-0.13690387
416617,0.92550766
416618,0.7630084
416619,0.10120976
416620,0.022990512
416621,1.3534372
416622,3.0444088
416623,0.7685388
416624,1.1279329
416625,0.46749064
416626,2.0786076
416627,0.41662028
416628,0.025841912
416629,0.08064379
416630,0.06131455
416631,0.48591533
416632,0.06157209
416633,0.22343913
416634,0.8496389
416635,0.08260038
416636,0.08260038
416637,0.07247031
416638,0.01595752
416639,-0.006524589
416640,0.19750744
416641,0.036317073
416642,0.03199233
416643,0.5244863
416644,4.9069877
416645,0.07670127
416646,-0.032764565
416647,0.09602917
416648,0.07670127
416649,0.046892595
416650,2.0995135
416651,0.35765734
416652,0.09558387
416653,2.202207
416654,0.4489536
416655,0.37372836
416656,0.4145819
416657,1.4073735
416658,2.7645519
416659,1.5366528
416660,0.532399
416661,2.4627335
416662,9.9892025
416663,0.1628441
416664,1.1040859
416665,-0.08359302
416666,0.0210941
416667,-0.043788932
416668,-0.08359302
416669,0.5247191
416670,0.012642813
416671,0.655509
416672,0.03992262
416673,0.24489883
416674,1.6892506
416675,2.5019553
416676,0.5712664
416677,0.7852099
416678,0.23433734
416679,2.1258223
416680,0.18549228
416681,0.7102817
416682,1.4254429
416683,0.14339787
416684,0.3031468
416685,2.0099387
416686,0.10210347
416687,0.08791515
416688,0.012588268
416689,0.21665324
416690,0.32483134
416691,0.55962354
416692,0.87898314
416693,0.76231766
416694,0.07130116
416695,0.74042636
416696,0.29502842
416697,1.1592647
416698,0.5754168
416699,2.5388622
416700,1.1855086
416701,5.680022
416702,1.3105983
416703,9.682729
416704,15.130216
416705,3.4183388
416706,8.632365
416707,2.311528
416708,8.726623
416709,0.59999466
416710,2.6235645
416711,2.6309102
416712,0.83704066
416713,0.7153012
416714,1.701341
416715,0.16097522
416716,0.96975815
416717,-0.043788932
416718,-0.043788932
416719,2.4723587
416720,1.9360176
416721,0.2860077
416722,2.9868364
416723,0.052497424
416724,2.767465
416725,0.10179156
416726,0.9753614
416727,0.07272285
416728,0.004994614
416729,0.17555216
416730,0.42266554
416731,0.81601447
416732,2.658094
416733,0.49847665
416734,0.10217947
416735,0.6429042
416736,0.012642813
416737,0.112348296
416738,1.5775392
416739,2.251399
416740,2.600457
416741,1.3637583
416742,21.18512
416743,2.4518764
416744,2.7556422
416745,4.0360937
416746,0.81273377
416747,3.9150944
416748,1.09265
416749,2.560656
416750,0.49019665
416751,0.30930454
416752,1.3838477
416753,0.38160342
416754,3.2025807
416755,1.0598286
416756,0.09556697
416757,0.019468037
416758,0.22195984
416759,0.64427644
416760,0.17413332
416761,0.08899808
416762,0.37284768
416763,0.7487164
416764,0.092064984
416765,7.0876513
416766,1.1300145
416767,3.702086
416768,0.54811925
416769,0.73912734
416770,0.14693257
416771,0.22314763
416772,0.0027012357
416773,-0.0919106
416774,0.07247031
416775,-0.13342981
416776,1.838362
416777,-0.021817772
416778,1.5728077
416779,-0.042853747
416780,0.46654698
416781,0.13440724
416782,0.046483934
416783,0.5735247
416784,2.0957572
416785,0.33626384
416786,1.1588569
416787,0.52890813
416788,0.37415034
416789,0.06131455
416790,0.18847471
416791,0.18847471
416792,0.06131455
416793,0.22827882
416794,0.22827882
416795,0.6105701
416796,0.59752846
416797,0.03276458
416798,0.39981502
416799,0.09975833
416800,0.39237177
416801,-0.07666224
416802,0.041887745
416803,0.58020246
416804,0.44600374
416805,0.19692609
416806,0.6439428
416807,0.45520616
416808,0.1507717
416809,0.029172553
416810,0.33080226
416811,0.57475704
416812,0.6439428
416813,-0.023846583
416814,0.225068
416815,0.28382933
416816,2.2223911
416817,0.14875172
416818,-0.07666224
416819,0.01595752
416820,0.90136284
416821,-0.07666224
416822,10.831629
416823,6.760048
416824,9.895546
416825,0.31889662
416826,2.5195441
416827,4.2445116
416828,15.492314
416829,0.4197377
416830,0.61188567
416831,4.659034
416832,4.585046
416833,5.579928
416834,2.3225052
416835,5.7642093
416836,7.9038177
416837,-0.018122403
416838,0.90347046
416839,2.9706476
416840,0.18803255
416841,46.692898
416842,0.5897298
416843,1.6688588
416844,0.39753217
416845,0.1180727
416846,-0.0087392535
416847,1.7683003
416848,0.10653161
416849,0.118129
416850,2.4962027
416851,2.5295784
416852,4.8188596
416853,0.67597115
416854,1.1534797
416855,0.062052615
416856,0.89377016
416857,1.7544984
416858,10.633147
416859,1.5800645
416860,2.7689967
416861,11.037665
416862,4.5540714
416863,0.090923585
416864,0.8111104
416865,0.61806303
416866,-0.03657502
416867,0.47387734
416868,8.335291
416869,0.57977647
416870,0.19969404
416871,3.703072
416872,4.736882
416873,0.03478688
416874,63.702305
416875,15.236329
416876,18.66719
416877,11.121324
416878,8.286495
416879,4.4789095
416880,0.63098043
416881,0.4577478
416882,6.175637
416883,-0.042853747
416884,4.5131574
416885,7.5200763
416886,-0.00088526856
416887,4.692585
416888,4.5743957
416889,39.980465
416890,0.06318637
416891,0.61188567
416892,1.8691972
416893,0.29220042
416894,8.578458
416895,0.42520738
416896,2.3770304
416897,7.54585
416898,3.9530823
416899,0.19931255
416900,0.1489643
416901,0.8147458
416902,0.44915253
416903,4.460618
416904,7.5092993
416905,0.023147406
416906,4.2603974
416907,4.21665
416908,6.744775
416909,5.2998786
416910,4.972438
416911,1.075448
416912,0.6868461
416913,1.159428
416914,13.320453
416915,1.3093553
416916,0.43195757
416917,0.06805295
416918,1.4956207
416919,0.30003962
416920,0.6554548
416921,6.466856
416922,6.4293785
416923,11.37239
416924,5.8499994
416925,3.3254647
416926,3.4922202
416927,1.3811023
416928,32.055786
416929,0.50871605
416930,-2.7379167
416931,0.3589653
416932,23.702436
416933,9.63757
416934,0.26075944
416935,16.593649
416936,12.988731
416937,10.00944
416938,3.7607484
416939,4.3293014
416940,9.459501
416941,50.57885
416942,31.08458
416943,1.5630332
416944,0.22333694
416945,24.480669
416946,9.733162
416947,5.1088033
416948,0.15139602
416949,0.6477423
416950,6.880823
416951,3.4620938
416952,1.9806217
416953,0.5568303
416954,0.073503986
416955,0.1442232
416956,1.6048616
416957,1.2276822
416958,0.14251892
416959,3.158225
416960,0.1173632
416961,0.28280902
416962,0.19394621
416963,0.26771486
416964,0.29096884
416965,0.614355
416966,0.29287055
416967,0.42112043
416968,30.926561
416969,0.28743652
416970,1.120047
416971,0.47889864
416972,0.30889738
416973,0.664588
416974,0.22874251
